年,地点,観測所番号,種別,日付,日,曜日,現地気圧(hPa),海面気圧(hPa),降水量合計(mm),最大1時間降水量(mm),最大10分間降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均湿度(%),最小湿度(%),平均風速(m/s),最大風速(m/s),最大風速の風向,最大瞬間風速(m/s),最大瞬間風速の風向,最多風向,日照時間(h),降雪合計(cm),最深積雪(cm),天気概況(昼),天気概況(夜),flags
2025,ウレシノ,0830,アメダス,2025-07-11,11,金,,,0.5,0.5,0.5,27.8,34.6,24.8,,,84.0,53.0,1.8,5.0,北北西,8.0,,,3.5,,,
2025,ウレシノ,0830,アメダス,2025-07-12,12,土,,,0.0,0.0,0.0,27.8,35.1,23.8,,,82.0,54.0,1.8,5.0,北北西,10.6,,,4.8,,,
2025,ウレシノ,0830,アメダス,2025-07-13,13,日,,,0.0,0.0,0.0,28.0,34.2,23.3,,,80.0,56.0,1.6,5.1,南南東,9.7,,,5.0,,,
2025,ウレシノ,0830,アメダス,2025-07-14,14,月,,,4.5,1.5,1.0,24.8,28.1,21.7,,,87.0,66.0,1.8,5.0,北北西,7.7,,,5.1,,,
2025,ウレシノ,0830,アメダス,2025-07-15,15,火,,,0.0,0.0,0.0,25.8,30.1,21.1,,,77.0,53.0,1.9,5.5,南南東,10.1,,,7.8,,,
2025,ウレシノ,0830,アメダス,2025-07-16,16,水,,,0.0,0.0,0.0,27.5,33.0,22.3,,,73.0,47.0,1.9,4.1,南南東,8.5,,,9.4,,,
2025,ウレシノ,0830,アメダス,2025-07-17,17,木,,,6.0,6.0,5.5,29.2,35.9,23.6,,,71.0,44.0,1.7,5.5,南南東,9.3,,,8.9,,,
2025,ウレシノ,0830,アメダス,2025-07-18,18,金,,,41.0,7.5,3.0,24.7,25.7,23.5,,,97.0,89.0,1.0,3.0,南南東,7.0,,,0.0,,,
2025,ウレシノ,0830,アメダス,2025-07-19,19,土,,,0.5,0.5,0.5,26.1,32.6,22.4,,,89.0,62.0,1.3,3.7,北北西,6.5,,,3.0,,,
2025,ウレシノ,0830,アメダス,2025-07-20,20,日,,,0.0,0.0,0.0,28.0,35.1,22.5,,,77.0,49.0,1.3,4.6,南南東,8.2,,,7.4,,,
2025,ウレシノ,0830,アメダス,2025-07-21,21,月,,,0.0,0.0,0.0,28.4,34.7,23.8,,,76.0,51.0,1.5,4.6,北北西,8.4,,,9.4,,,
2025,ウレシノ,0830,アメダス,2025-07-22,22,火,,,0.0,0.0,0.0,28.8,36.4,23.4,,,74.0,39.0,1.3,4.2,北北西,7.9,,,10.9,,,
2025,ウレシノ,0830,アメダス,2025-07-23,23,水,,,0.0,0.0,0.0,29.0,36.1,23.2,,,74.0,32.0,1.2,3.9,北北西,5.5,,,12.6,,,
2025,ウレシノ,0830,アメダス,2025-07-24,24,木,,,0.0,0.0,0.0,30.0,37.4,23.2,,,67.0,45.0,1.8,4.4,南東,9.2,,,12.8,,,
2025,ウレシノ,0830,アメダス,2025-07-25,25,金,,,0.0,0.0,0.0,30.1,36.6,23.6,,,65.0,43.0,2.4,6.3,南東,12.8,,,12.9,,,
2025,ウレシノ,0830,アメダス,2025-07-26,26,土,,,0.0,0.0,0.0,29.6,34.6,24.2,,,66.0,48.0,2.9,6.9,東南東,14.7,,,6.9,,,
2025,ウレシノ,0830,アメダス,2025-07-27,27,日,,,0.0,0.0,0.0,30.0,35.8,24.2,,,62.0,44.0,3.1,7.6,南東,13.9,,,12.3,,,
2025,ウレシノ,0830,アメダス,2025-07-28,28,月,,,0.0,0.0,0.0,29.5,37.3,22.0,,,62.0,39.0,1.9,5.4,南東,9.8,,,12.8,,,
2025,ウレシノ,0830,アメダス,2025-07-29,29,火,,,0.0,0.0,0.0,28.5,37.0,21.3,,,66.0,35.0,1.2,3.8,北北西,5.8,,,12.8,,,
2025,ウレシノ,0830,アメダス,2025-07-30,30,水,,,0.0,0.0,0.0,28.7,36.6,22.8,,,66.0,24.0,1.3,3.9,北北西,7.1,,,12.9,,,
2025,ウレシノ,0830,アメダス,2025-07-31,31,木,,,0.0,0.0,0.0,28.5,37.1,21.9,,,68.0,30.0,1.5,6.0,北北西,8.9,,,12.6,,,
