年,地点,観測所番号,種別,日付,日,曜日,現地気圧(hPa),海面気圧(hPa),降水量合計(mm),最大1時間降水量(mm),最大10分間降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均湿度(%),最小湿度(%),平均風速(m/s),最大風速(m/s),最大風速の風向,最大瞬間風速(m/s),最大瞬間風速の風向,最多風向,日照時間(h),降雪合計(cm),最深積雪(cm),天気概況(昼),天気概況(夜),flags
2025,タドツ,47890,官署,2025-07-22,22,火,1014.9,1015.5,0.0,0.0,0.0,29.5,34.0,26.5,74.0,52.0,1.7,3.1,西,5.4,西北西,,11.5,,,,,
2025,タドツ,47890,官署,2025-07-23,23,水,1013.1,1013.7,0.0,0.0,0.0,29.5,34.1,26.6,72.0,55.0,1.6,3.2,北西,4.8,北北西,,12.1,,,,,
2025,タドツ,47890,官署,2025-07-24,24,木,1011.6,1012.2,0.0,0.0,0.0,29.3,34.1,26.4,76.0,55.0,2.1,4.8,北,7.0,北北東,,13.1,,,,,
2025,タドツ,47890,官署,2025-07-25,25,金,1010.5,1011.1,0.0,0.0,0.0,29.9,34.1,26.5,71.0,56.0,2.4,5.5,北北東,9.3,北北東,,12.4,,,,,
2025,タドツ,47890,官署,2025-07-26,26,土,1009.2,1009.8,0.0,0.0,0.0,30.1,34.8,26.4,69.0,55.0,2.0,5.4,北,8.0,北,,10.7,,,,,
2025,タドツ,47890,官署,2025-07-27,27,日,1007.6,1008.2,0.0,0.0,0.0,29.7,34.3,25.5,69.0,54.0,2.7,5.7,北北東,8.6,北北東,,11.9,,,,,
2025,タドツ,47890,官署,2025-07-28,28,月,1004.2,1004.8,0.0,0.0,0.0,29.2,34.7,25.4,72.0,45.0,2.2,4.6,北北東,7.0,北北東,,13.3,,,,,
2025,タドツ,47890,官署,2025-07-29,29,火,1001.9,1002.5,0.0,0.0,0.0,29.8,34.8,26.3,71.0,47.0,1.9,3.8,西,6.8,西南西,,13.3,,,,,
2025,タドツ,47890,官署,2025-07-30,30,水,1001.7,1002.3,0.0,0.0,0.0,30.2,35.2,26.5,70.0,49.0,2.4,5.3,北,9.2,西,,12.9,,,,,
2025,タドツ,47890,官署,2025-07-31,31,木,1002.6,1003.2,0.0,0.0,0.0,30.5,36.5,26.8,67.0,45.0,2.1,3.7,南西,5.7,西南西,,12.4,,,,,
2025,ウチノミ,0726,アメダス,2025-07-01,1,火,,,0.0,0.0,0.0,27.9,34.4,24.0,,,80.0,44.0,1.4,3.1,西南西,5.6,,,11.0,,,
2025,ウチノミ,0726,アメダス,2025-07-02,2,水,,,0.0,0.0,0.0,28.1,32.8,24.5,,,84.0,62.0,1.3,3.7,西南西,6.8,,,9.7,,,
2025,ウチノミ,0726,アメダス,2025-07-03,3,木,,,0.0,0.0,0.0,28.3,34.9,25.1,,,86.0,50.0,1.4,3.8,西,6.9,,,8.6,,,
2025,ウチノミ,0726,アメダス,2025-07-04,4,金,,,0.0,0.0,0.0,28.5,34.7,24.7,,,84.0,53.0,1.5,3.8,西,6.8,,,13.5,,,
2025,ウチノミ,0726,アメダス,2025-07-05,5,土,,,0.0,0.0,0.0,30.1,34.7,25.6,,,70.0,47.0,2.8,5.7,西,9.9,,,10.6,,,
2025,ウチノミ,0726,アメダス,2025-07-06,6,日,,,0.0,0.0,0.0,30.1,34.4,27.1,,,66.0,49.0,3.2,6.0,西,11.0,,,12.6,,,
2025,ウチノミ,0726,アメダス,2025-07-07,7,月,,,0.0,0.0,0.0,29.6,33.0,25.9,,,73.0,60.0,1.6,3.3,北西,5.6,,,11.6,,,
2025,ウチノミ,0726,アメダス,2025-07-08,8,火,,,0.0,0.0,0.0,29.6,33.5,26.5,,,80.0,59.0,1.8,3.8,北東,7.5,,,10.6,,,
2025,ウチノミ,0726,アメダス,2025-07-09,9,水,,,0.0,0.0,0.0,29.6,34.8,26.9,,,78.0,50.0,1.9,3.4,東南東,6.3,,,12.4,,,
2025,ウチノミ,0726,アメダス,2025-07-10,10,木,,,0.0,0.0,0.0,30.2,35.5,25.7,,,67.0,45.0,1.6,3.3,東南東,6.9,,,12.3,,,
2025,ウチノミ,0726,アメダス,2025-07-11,11,金,,,0.0,0.0,0.0,30.1,34.2,27.4,,,74.0,53.0,1.6,3.1,北東,6.7,,,5.8,,,
2025,ウチノミ,0726,アメダス,2025-07-12,12,土,,,0.0,0.0,0.0,29.3,33.9,26.3,,,77.0,53.0,1.9,3.4,北東,6.4,,,13.1,,,
2025,ウチノミ,0726,アメダス,2025-07-13,13,日,,,0.0,0.0,0.0,29.5,34.8,26.4,,,73.0,48.0,2.1,4.1,東南東,10.4,,,10.8,,,
2025,ウチノミ,0726,アメダス,2025-07-14,14,月,,,30.0,8.5,6.0,26.2,28.3,24.3,,,94.0,77.0,2.2,3.8,西,11.2,,,0.1,,,
2025,ウチノミ,0726,アメダス,2025-07-15,15,火,,,0.0,0.0,0.0,27.4,32.1,23.9,,,80.0,59.0,1.7,3.3,東南東,7.5,,,10.8,,,
2025,ウチノミ,0726,アメダス,2025-07-16,16,水,,,0.0,0.0,0.0,29.0,33.7,25.3,,,79.0,61.0,1.9,3.3,東北東,10.0,,,11.2,,,
2025,ウチノミ,0726,アメダス,2025-07-17,17,木,,,14.0,4.5,1.5,26.1,28.1,25.0,,,96.0,85.0,1.9,3.5,東北東,9.3,,,0.0,,,
2025,ウチノミ,0726,アメダス,2025-07-18,18,金,,,10.0,7.0,2.0,27.6,31.6,24.3,,,88.0,70.0,2.0,3.9,東南東,11.2,,,5.0,,,
2025,ウチノミ,0726,アメダス,2025-07-19,19,土,,,0.0,0.0,0.0,28.2,32.5,25.7,,,82.0,62.0,1.9,3.8,東南東,9.2,,,10.0,,,
2025,ウチノミ,0726,アメダス,2025-07-20,20,日,,,0.0,0.0,0.0,28.4,32.3,25.7,,,87.0,76.0,1.7,3.1,東南東,6.0,,,10.4,,,
2025,ウチノミ,0726,アメダス,2025-07-21,21,月,,,0.0,0.0,0.0,28.4,33.1,24.7,,,87.0,68.0,1.4,2.9,南東,5.1,,,12.3,,,
2025,ウチノミ,0726,アメダス,2025-07-22,22,火,,,0.0,0.0,0.0,28.3,33.4,24.8,,,86.0,60.0,1.5,2.8,西南西,6.8,,,12.1,,,
2025,ウチノミ,0726,アメダス,2025-07-23,23,水,,,0.0,0.0,0.0,28.3,33.9,24.2,,,76.0,51.0,1.5,2.7,南南東,5.0,,,12.9,,,
2025,ウチノミ,0726,アメダス,2025-07-24,24,木,,,0.0,0.0,0.0,28.8,35.5,24.4,,,78.0,51.0,1.7,3.4,北東,7.8,,,13.1,,,
2025,ウチノミ,0726,アメダス,2025-07-25,25,金,,,0.0,0.0,0.0,29.7,34.3,25.7,,,76.0,54.0,2.0,3.7,東南東,7.6,,,12.0,,,
2025,ウチノミ,0726,アメダス,2025-07-26,26,土,,,0.0,0.0,0.0,29.5,33.4,26.8,,,79.0,58.0,2.3,3.9,東南東,9.0,,,10.6,,,
2025,ウチノミ,0726,アメダス,2025-07-27,27,日,,,0.0,0.0,0.0,29.2,34.0,26.4,,,79.0,51.0,2.1,3.2,北東,7.0,,,12.4,,,
2025,ウチノミ,0726,アメダス,2025-07-28,28,月,,,0.0,0.0,0.0,28.7,34.8,24.4,,,67.0,42.0,1.5,2.9,東南東,4.9,,,13.0,,,
2025,ウチノミ,0726,アメダス,2025-07-29,29,火,,,0.0,0.0,0.0,29.3,36.3,24.5,,,73.0,42.0,1.4,3.1,南,4.8,,,12.9,,,
2025,ウチノミ,0726,アメダス,2025-07-30,30,水,,,0.0,0.0,0.0,29.9,36.5,24.8,,,69.0,45.0,1.5,2.8,東南東,5.8,,,13.0,,,
2025,ウチノミ,0726,アメダス,2025-07-31,31,木,,,0.0,0.0,0.0,30.2,35.1,26.1,,,70.0,45.0,1.4,2.8,南西,5.1,,,12.5,,,
